logical_offset,track2_raw_offset,byte_len,text,jp_chars,hiragana,katakana,kanji
0x14A267FC,0x17BA957C,12,またいくの？,5,5,0,0
0x14A26809,0x17BA96B9,18,俺は遠慮しとくよ。,8,5,0,3
0x14A2681C,0x17BA96CC,28,うん、いい結果で良かったね。,12,9,0,3
0x14A26839,0x17BA96E9,40,まぁ、客にはみんなそう言うんだろうけど。,18,16,0,2
0x14A26862,0x17BA9712,28,いや、そうじゃないんだけど、,12,12,0,0
0x14A2687F,0x17BA972F,32,なんかまともな感じがしないんだ。,15,14,0,1
0x14A268A0,0x17BA9750,24,見たことないしね・・・。,11,7,3,1
0x14A268B9,0x17BA9769,18,美紅ちゃんってさ、,8,6,0,2
0x14A268CC,0x17BA977C,20,そういうの好きなの？,9,8,0,1
0x14A268E1,0x17BA9791,24,占い館が閉鎖されている。,11,7,0,4
0x14A268FA,0x17BA97AA,34,占い師がパンサー魔女だったのだから,17,9,4,4
0x14A2691D,0x17BA97CD,8,当然だ。,3,1,0,2
0x14A26926,0x17BA97D6,24,やつらは、どこにアジトを,11,8,3,0
0x14A2693F,0x17BA97EF,16,移したんだろう。,7,6,0,1
0x14A26950,0x17BA9800,26,もう、ここには用は無いな。,11,9,0,2
0x14A26972,0x17BA9822,22,ちょっと待ってくれよ。,10,9,0,1
0x14A26989,0x17BA9839,12,美紅ちゃん。,5,3,0,2
0x14A2699D,0x17BA984D,12,また入るの？,5,4,0,1
0x14A269AA,0x17BA985A,20,かんべんしてくれよ。,9,9,0,0
0x14A269BF,0x17BA986F,32,あんまり、占いは好きじゃないけど,15,13,0,2
0x14A269E0,0x17BA9890,16,入ってみようか。,7,6,0,1
0x14A269F1,0x17BA98A1,34,薄暗い空間に美人の女占い師がいる。,16,7,0,9
0x14A26A14,0x17BA98C4,24,ジッとこちらを見ている。,11,8,2,1
0x14A26A2D,0x17BA98DD,24,ＥＳＰ占いと言いながら、,8,6,0,2
0x14A26A46,0x17BA98F6,40,店の内装はオカルトティックになっている。,19,8,8,3
0x14A26A6F,0x17BA991F,26,まぁ、こういうのは演出だ。,11,9,0,2
0x14A26A8A,0x17BA993A,18,覚えていたのかい？,8,7,0,1
0x14A26AA2,0x17BA9952,20,なぜ、それを・・・？,8,5,3,0
0x14A26AB7,0x17BA9967,8,まさか！,3,3,0,0
0x14A26AC0,0x17BA9970,24,今、どこにいるんだろう？,10,9,0,1
0x14A26AE0,0x17BA9990,28,しかし、この島にいるのなら、,12,11,0,1
0x14A26AFD,0x17BA99AD,30,なぜ、連絡してこないんだろう？,13,11,0,2
0x14A26B1C,0x17BA99CC,26,いかん、信じかかっている。,11,10,0,1
0x14A26B37,0x17BA99E7,26,じゃあ、俺はどうなんだい？,11,10,0,1
0x14A26B52,0x17BA9A02,16,言ってくれるな。,7,6,0,1
0x14A26B63,0x17BA9A13,30,じゃあ、俺はこれで失礼するよ。,13,10,0,3
0x14A26B82,0x17BA9A32,16,そいつはどうも。,7,7,0,0
0x14A26B93,0x17BA9A43,10,どうだい？,4,4,0,0
0x14A26B9E,0x17BA9A4E,26,当たり前だが、前に来た時と,12,7,0,5
0x14A26BB9,0x17BA9A69,22,それほど変わりは無い。,10,8,0,2
0x14A26BD0,0x17BA9A80,28,俺はどうしてもなじめないな。,13,12,0,1
0x14A26BED,0x17BA9A9D,30,これを使って、何も知らない客の,14,10,0,4
0x14A26C0C,0x17BA9ABC,30,能力を測定してたというわけか。,14,10,0,4
0x14A26C2B,0x17BA9ADB,26,ハニーちゃん、大丈夫かい！,11,5,3,3
0x14A26C4D,0x17BA9AFD,22,ちょっとハニーちゃん。,10,7,3,0
0x14A26C64,0x17BA9B14,12,しっかり！！,4,4,0,0
0x14A26C71,0x17BA9B21,22,・・・・ぐえっ！・・・,10,3,7,0
0x14A26C88,0x17BA9B38,34,暗い中にろうそくの明りに照らされた,17,13,0,4
0x14A26CAB,0x17BA9B5B,14,占い師がいる。,6,4,0,2
0x14A26CBA,0x17BA9B6A,36,美人だが、ちょっとキツい感じがする。,16,11,2,3
0x14A26CDF,0x17BA9B8F,32,こういった場所は雰囲気が大切だ。,15,8,0,7
0x14A26D00,0x17BA9BB0,36,神秘的に見える程ほど、信用しやすい。,16,9,0,7
0x14A26D25,0x17BA9BD5,30,ここも例外ではないってわけだ。,14,12,0,2
0x14A26D44,0x17BA9BF4,30,薄暗い中にろうそくの炎だけが、,14,10,0,4
0x14A26D63,0x17BA9C13,22,無気味に揺らいでいる。,10,6,0,4
0x14A26D7A,0x17BA9C2A,42,薄暗い室内に水晶玉がぽつんと置かれている。,20,12,0,8
0x14A26DA5,0x17BA9C55,32,ろうそくの炎に照らされて水晶玉が,16,11,0,5
0x14A26DC6,0x17BA9C76,18,怪しく輝いている。,8,6,0,2
0x14A26DD9,0x17BA9C89,30,完全に入り込んでしまってるな。,14,10,0,4
0x14A26DF8,0x17BA9CA8,34,きらきらとした目つきになっている。,16,15,0,1
0x14A26E1B,0x17BA9CCB,14,誰でも・・・？,6,2,3,1
0x14A26E2A,0x17BA9CDA,22,クリスタルのマスクか。,10,2,8,0
0x14A26E41,0x17BA9CF1,34,そのフォルムから屈折し、発せられる,16,9,4,3
0x14A26E64,0x17BA9D14,22,ろうそくの光が美しい。,10,8,0,2
0x14A26E7B,0x17BA9D2B,24,クリスタルの仮面をつけて,12,5,5,2
0x14A26E94,0x17BA9D44,16,じっとしている。,7,7,0,0
0x14A26EA5,0x17BA9D55,26,集中している様だが・・・。,12,6,3,3
0x14A26EC0,0x17BA9D70,34,まるで自分のことの様に、喜んでいる,16,12,0,4
0x14A26EE3,0x17BA9D93,34,みたいだが、皆にそうするんだろう。,15,14,0,1
0x14A26F06,0x17BA9DB6,30,ちょっと演出過剰じゃないかな。,14,10,0,4
0x14A26F25,0x17BA9DD5,14,誰でも・・・？,6,2,3,1
0x14A360A8,0x17BBB428,32,美紅ちゃんと一緒に来た占い館だ。,15,8,0,7
0x14A360C9,0x17BBB449,38,ダミアとか言う占い師はうさんくさい奴で,19,12,3,4
0x14A360F0,0x17BBB470,34,俺の嫌いなタイプだがオカルト好きに,17,7,7,3
0x14A36113,0x17BBB493,18,受けはいいようだ。,8,7,0,1
0x14A36126,0x17BBB4A6,26,客がいつも数人待っている。,12,8,0,4
0x14A36141,0x17BBB4C1,26,常連の様だが、何をそんなに,12,8,0,4
0x14A3615C,0x17BBB4DC,30,見てもらうことがあるんだろう？,14,13,0,1
0x14A3617B,0x17BBB4FB,8,占いか。,3,2,0,1
0x14A36184,0x17BBB504,24,美紅ちゃんがどこにいるか,12,10,0,2
0x14A3619D,0x17BBB51D,32,占ってもらったりして。無理かな。,14,11,0,3
0x14A361BE,0x17BBB53E,26,相変わらず、客の数は多い。,11,6,0,5
0x14A361D9,0x17BBB559,30,女の子ってなんでこんなに占いが,15,12,0,3
0x14A361F8,0x17BBB578,14,好きなんだろ？,6,5,0,1
0x14A36207,0x17BBB587,34,俺、並ぶの嫌いなんだよなぁ・・・。,15,9,3,3
0x14A3622A,0x17BBB5AA,36,いかにも、神秘的と言う感じの建物だ。,16,9,0,7
0x14A3624F,0x17BBB5CF,32,人気があるようで何人かの女の子が,16,10,0,6
0x14A36270,0x17BBB5F0,18,順番を待っている。,8,5,0,3
0x14A36283,0x17BBB603,16,ん、ＥＳＰ占い？,3,2,0,1
0x14A36294,0x17BBB614,28,なになに・・・あなたの未来を,14,9,3,2
0x14A362B1,0x17BBB631,28,潜在能力から読み取りますぅ？,13,7,0,6
0x14A362CE,0x17BBB64E,14,なんだかなー。,6,5,1,0
0x14A362DD,0x17BBB65D,22,こーゆー非科学的なのは,11,5,2,4
0x14A362F4,0x17BBB674,24,あんまり好きじゃないな。,11,10,0,1
0x14A36313,0x17BBB693,33,>「せっかくだし、よってみるか。」,12,12,0,0
0x14A3633B,0x17BBB6BB,29,>「仕事もあるから、早めにね」,11,8,0,3
0x14A3635F,0x17BBB6DF,31,>「仕事を先に片付けてからね。」,12,7,0,5
0x14A36386,0x17BBB706,28,ほっぺただけど、キスされた。,12,10,2,0
0x14A363A3,0x17BBB723,34,ごく、自然にするんだから凄いなぁ。,15,12,0,3
0x14A363C6,0x17BBB746,26,彼女に気を使わせちゃった。,12,8,0,4
0x14A363E1,0x17BBB761,34,どうせ入るなら、素直にうんと言えば,16,12,0,4
0x14A36404,0x17BBB784,12,良かったな。,5,4,0,1
0x14A36411,0x17BBB791,38,なんか、変なことで尊敬されちゃったな。,17,14,0,3
0x14A36438,0x17BBB7B8,12,お、俺ぇ！？,3,2,0,1
0x14A36445,0x17BBB7C5,18,俺は遠慮しとくよ。,8,5,0,3
0x14A36458,0x17BBB7D8,12,またいくの？,5,5,0,0
0x14A36465,0x17BBB7E5,18,俺は遠慮しとくよ。,8,5,0,3
0x14A36478,0x17BBB7F8,28,うん、いい結果で良かったね。,12,9,0,3
0x14A36495,0x17BBB815,40,まぁ、客にはみんなそう言うんだろうけど。,18,16,0,2
0x14A364BE,0x17BBB83E,28,いや、そうじゃないんだけど、,12,12,0,0
0x14A364DB,0x17BBB85B,32,なんかまともな感じがしないんだ。,15,14,0,1
0x14A364FC,0x17BBB87C,24,見たことないしね・・・。,11,7,3,1
0x14A36515,0x17BBB895,18,美紅ちゃんってさ、,8,6,0,2
0x14A36528,0x17BBB8A8,20,そういうの好きなの？,9,8,0,1
0x14A3653D,0x17BBB8BD,24,占い館が閉鎖されている。,11,7,0,4
0x14A36556,0x17BBB8D6,34,占い師がパンサー魔女だったのだから,17,9,4,4
0x14A36579,0x17BBB8F9,8,当然だ。,3,1,0,2
0x14A36582,0x17BBB902,24,やつらは、どこにアジトを,11,8,3,0
0x14A3659B,0x17BBB91B,16,移したんだろう。,7,6,0,1
0x14A365AC,0x17BBB92C,26,もう、ここには用は無いな。,11,9,0,2
0x14A365CE,0x17BBB94E,22,ちょっと待ってくれよ。,10,9,0,1
0x14A365E5,0x17BBB965,12,美紅ちゃん。,5,3,0,2
0x14A365F9,0x17BBB979,12,また入るの？,5,4,0,1
0x14A36606,0x17BBB986,20,かんべんしてくれよ。,9,9,0,0
0x14A3661B,0x17BBB99B,32,あんまり、占いは好きじゃないけど,15,13,0,2
0x14A3663C,0x17BBB9BC,16,入ってみようか。,7,6,0,1
0x14A3664D,0x17BBB9CD,34,薄暗い空間に美人の女占い師がいる。,16,7,0,9
0x14A36670,0x17BBB9F0,24,ジッとこちらを見ている。,11,8,2,1
0x14A36689,0x17BBBA09,24,ＥＳＰ占いと言いながら、,8,6,0,2
0x14A366A2,0x17BBBA22,40,店の内装はオカルトティックになっている。,19,8,8,3
0x14A366CB,0x17BBBA4B,26,まぁ、こういうのは演出だ。,11,9,0,2
0x14A366E6,0x17BBBA66,18,覚えていたのかい？,8,7,0,1
0x14A366FE,0x17BBBA7E,20,なぜ、それを・・・？,8,5,3,0
0x14A36713,0x17BBBA93,8,まさか！,3,3,0,0
0x14A3671C,0x17BBBA9C,24,今、どこにいるんだろう？,10,9,0,1
0x14A3673C,0x17BBBABC,28,しかし、この島にいるのなら、,12,11,0,1
0x14A36759,0x17BBBAD9,30,なぜ、連絡してこないんだろう？,13,11,0,2
0x14A36778,0x17BBBAF8,26,いかん、信じかかっている。,11,10,0,1
0x14A36793,0x17BBBB13,26,じゃあ、俺はどうなんだい？,11,10,0,1
0x14A367AE,0x17BBBB2E,16,言ってくれるな。,7,6,0,1
0x14A367BF,0x17BBBB3F,30,じゃあ、俺はこれで失礼するよ。,13,10,0,3
0x14A367DE,0x17BBBB5E,16,そいつはどうも。,7,7,0,0
0x14A367EF,0x17BBBB6F,10,どうだい？,4,4,0,0
0x14A367FA,0x17BBBB7A,26,当たり前だが、前に来た時と,12,7,0,5
0x14A36815,0x17BBBCC5,22,それほど変わりは無い。,10,8,0,2
0x14A3682C,0x17BBBCDC,28,俺はどうしてもなじめないな。,13,12,0,1
0x14A36849,0x17BBBCF9,30,これを使って、何も知らない客の,14,10,0,4
0x14A36868,0x17BBBD18,30,能力を測定してたというわけか。,14,10,0,4
0x14A36887,0x17BBBD37,26,ハニーちゃん、大丈夫かい！,11,5,3,3
0x14A368A9,0x17BBBD59,22,ちょっとハニーちゃん。,10,7,3,0
0x14A368C0,0x17BBBD70,12,しっかり！！,4,4,0,0
0x14A368CD,0x17BBBD7D,22,・・・・ぐえっ！・・・,10,3,7,0
0x14A368E4,0x17BBBD94,34,暗い中にろうそくの明りに照らされた,17,13,0,4
0x14A36907,0x17BBBDB7,14,占い師がいる。,6,4,0,2
0x14A36916,0x17BBBDC6,36,美人だが、ちょっとキツい感じがする。,16,11,2,3
0x14A3693B,0x17BBBDEB,32,こういった場所は雰囲気が大切だ。,15,8,0,7
0x14A3695C,0x17BBBE0C,36,神秘的に見える程ほど、信用しやすい。,16,9,0,7
0x14A36981,0x17BBBE31,30,ここも例外ではないってわけだ。,14,12,0,2
0x14A369A0,0x17BBBE50,30,薄暗い中にろうそくの炎だけが、,14,10,0,4
0x14A369BF,0x17BBBE6F,22,無気味に揺らいでいる。,10,6,0,4
0x14A369D6,0x17BBBE86,42,薄暗い室内に水晶玉がぽつんと置かれている。,20,12,0,8
0x14A36A01,0x17BBBEB1,32,ろうそくの炎に照らされて水晶玉が,16,11,0,5
0x14A36A22,0x17BBBED2,18,怪しく輝いている。,8,6,0,2
0x14A36A35,0x17BBBEE5,30,完全に入り込んでしまってるな。,14,10,0,4
0x14A36A54,0x17BBBF04,34,きらきらとした目つきになっている。,16,15,0,1
0x14A36A77,0x17BBBF27,14,誰でも・・・？,6,2,3,1
0x14A36A86,0x17BBBF36,22,クリスタルのマスクか。,10,2,8,0
0x14A36A9D,0x17BBBF4D,34,そのフォルムから屈折し、発せられる,16,9,4,3
0x14A36AC0,0x17BBBF70,22,ろうそくの光が美しい。,10,8,0,2
0x14A36AD7,0x17BBBF87,24,クリスタルの仮面をつけて,12,5,5,2
0x14A36AF0,0x17BBBFA0,16,じっとしている。,7,7,0,0
0x14A36B01,0x17BBBFB1,26,集中している様だが・・・。,12,6,3,3
0x14A36B1C,0x17BBBFCC,34,まるで自分のことの様に、喜んでいる,16,12,0,4
0x14A36B3F,0x17BBBFEF,34,みたいだが、皆にそうするんだろう。,15,14,0,1
0x14A36B62,0x17BBC012,30,ちょっと演出過剰じゃないかな。,14,10,0,4
0x14A36B81,0x17BBC031,14,誰でも・・・？,6,2,3,1
0x14A462BD,0x17BCDC3D,25,@ゆ、夢だったのか・・・？,10,6,3,1
0x14A462DE,0x17BCDC5E,15,@ハニーちゃん？,6,3,3,0
0x14A4635B,0x17BCDCDB,25,@ゆ、夢だったのか・・・？,10,6,3,1
0x14A4637C,0x17BCDCFC,13,@美紅ちゃん？,5,3,0,2
0x14A46465,0x17BCDDE5,18,ハニーちゃんの前で,9,5,3,1
0x14A46478,0x17BCDDF8,38,みっともない事にならなくてよかった〜。,17,16,0,1
0x14A465C7,0x17BCDF47,20,ああ、人が入ってる！,8,6,0,2
0x14A465DC,0x17BCDF5C,12,ピーンチ！！,4,0,4,0
0x14A46602,0x17BCDF82,34,あ、あのー、どのくらいかかります？,14,13,1,0
0x14A46636,0x17BCDFB6,14,そ、そんな〜。,4,4,0,0
0x14A46645,0x17BCDFC5,44,こっちも・・・ぐむっ・・・う、ちょっと・・・,21,12,9,0
0x14A46672,0x17BCDFF2,18,が、我慢が・・・。,7,2,3,2
0x14A46696,0x17BCE016,16,あ、そ、そうだ！,5,5,0,0
0x14A466A7,0x17BCE027,34,いま出てくれたら・・・ふぅうむ・・,17,11,5,1
0x14A466CA,0x17BCE04A,28,い、いい物、あ・・・げるよ。,11,7,3,1
0x14A466F8,0x17BCE078,12,お、お願い！,4,3,0,1
0x14A46705,0x17BCE085,26,お金で良ければ、いくらでも,12,10,0,2
0x14A46720,0x17BCE0A0,36,あっ・・・あげる・・・から・・・さ。,17,8,9,0
0x14A46756,0x17BCE0D6,10,うぐっ！！,3,3,0,0
0x14A46761,0x17BCE0E1,24,・・・はぁはぁはぁ・・・,12,6,6,0
0x14A4677A,0x17BCE0FA,32,そ、そんなこといわないで・・・。,14,11,3,0
0x14A467AC,0x17BCE12C,16,うっ・・・ああっ,8,5,3,0
0x14A467BD,0x17BCE13D,12,もうだめ！！,4,4,0,0
0x14A467CA,0x17BCE14A,16,・・・あっ・・・,8,2,6,0
0x14A467DC,0x17BCE15C,12,とまった！！,4,4,0,0
0x14A467E9,0x17BCE169,22,はぁ〜・・・良かった。,9,5,3,1
0x14A46810,0x17BCE2C0,24,カード式の有料トイレだ。,11,2,6,3
0x14A46829,0x17BCE2D9,36,それにしてもここだけで足りるのかな？,17,16,0,1
0x14A4684E,0x17BCE2FE,30,何だか、もよおしてきた・・・。,13,9,3,1
0x14A4686D,0x17BCE31D,14,あのさ・・・。,6,3,3,0
0x14A4687C,0x17BCE32C,24,ちょっといいかな・・・。,11,8,3,0
0x14A46895,0x17BCE345,36,ここにパスカードを差し込んで・・・。,17,7,8,2
0x14A468C1,0x17BCE371,30,何か怪しい雰囲気を感じるかい？,14,8,0,6
0x14A468E0,0x17BCE390,8,いやー。,3,2,1,0
0x14A468E9,0x17BCE399,18,すがすがしい気分！,8,6,0,2
0x14A468FC,0x17BCE3AC,16,ごめん、ごめん。,6,6,0,0
0x14A4690D,0x17BCE3BD,18,お待たせしました。,8,7,0,1
0x14A46927,0x17BCE3D7,30,一時はどうなることかと思った。,14,11,0,3
0x14A46946,0x17BCE3F6,26,まあ、何も無いとは思うけど,12,9,0,3
0x14A46961,0x17BCE411,26,取りあえず、調べてみるね。,11,9,0,2
0x14A4697C,0x17BCE42C,22,この島は、トイレにまで,10,6,3,1
0x14A46993,0x17BCE443,22,カードが必要だなんて。,10,5,3,2
0x14A469AA,0x17BCE45A,24,今は大丈夫だけど・・・。,11,4,3,4
0x14A469C3,0x17BCE473,30,ここには、カードはなさそうだ。,13,10,3,0
0x14A469E2,0x17BCE492,10,ごめんね。,4,4,0,0
0x14A469ED,0x17BCE49D,16,すぐに戻るから。,7,6,0,1
0x14A469FE,0x17BCE4AE,34,この手のトイレにしては、きれいだ。,15,11,3,1
0x14A46A21,0x17BCE4D1,20,良く清掃されている。,9,6,0,3
0x14A46A36,0x17BCE4E6,24,早速落書きがされている。,11,7,0,4
0x14A46A4F,0x17BCE4FF,24,やっぱりこうなる運命か。,11,9,0,2
0x14A46A68,0x17BCE518,30,おお、これは再生紙じゃないぞ。,13,10,0,3
0x14A46A87,0x17BCE537,30,安い紙ってガサガサなんだよね。,14,8,4,2
0x14A46AA6,0x17BCE556,30,ときたま破れてビックリするし。,14,9,4,1
0x14A46AC5,0x17BCE575,16,もう拭いた後だ。,7,5,0,2
0x14A46AD6,0x17BCE586,34,紙の無駄使いは地球に優しくないな。,16,9,0,7
0x14A46AF9,0x17BCE5A9,36,やっぱりこのままじゃ出られないよな。,17,16,0,1
0x14A46B1E,0x17BCE5CE,14,さて、行くか。,5,4,0,1
0x14A46B2D,0x17BCE5DD,22,タイル張りのわりには、,10,6,3,1
0x14A46B44,0x17BCE5F4,24,けっこう薄そうな壁だな。,11,9,0,2
0x14A46B5D,0x17BCE60D,30,隣には、誰も入ってないらしい。,13,10,0,3
0x14A46B7C,0x17BCE62C,24,落書きか。どれどれ・・・,11,6,3,2
0x14A46B97,0x17BCE647,24,『この島の男子トイレって,11,5,3,3
0x14A46BB0,0x17BCE660,29, いつも混んでるんだよナー。』,12,9,2,1
0x14A46BCE,0x17BCE67E,36,この島には、トイレが少ないからなぁ。,16,11,3,2
0x14A46BF3,0x17BCE6A3,26,ん？花の香りがする・・・。,11,6,3,2
0x14A46C0E,0x17BCE6BE,26,今回は香り付きペーパーか。,12,4,4,4
0x14A46C29,0x17BCE6D9,36,さすがはリゾート。サービスが違うね。,16,7,8,1
0x14A46C4E,0x17BCE6FE,28,『この島の従業員って、どこに,12,8,0,4
0x14A46C6B,0x17BCE71B,23, 住んでいるんだろう？』,9,8,0,1
0x14A46C88,0x17BCE738,20,落書きが増えてるぞ。,9,6,0,3
0x14A46C9D,0x17BCE74D,26,あと少ししか残っていない。,12,10,0,2
0x14A46CB8,0x17BCE768,28,意外と使われているんだなぁ。,13,10,0,3
0x14A46CD5,0x17BCE785,24,また、落書きが増えてる。,10,7,0,3
0x14A46CEE,0x17BCE79E,32,『俺は女子寮の存在を知っている』,14,7,0,7
0x14A46D0F,0x17BCE7BF,24,『俺にも教えてくれ！！』,8,6,0,2
0x14A46D28,0x17BCE7D8,28,この島に男は少ないからなぁ。,13,10,0,3
0x14A46D45,0x17BCE7F5,20,俺も知りたい・・・。,9,4,3,2
0x14A46D5A,0x17BCE80A,22,出てっちゃった・・・。,10,6,3,1
0x14A46D71,0x17BCE821,24,かわいそうなことをした。,11,11,0,0
0x14A46D8A,0x17BCE83A,26,あ〜あ。出ていっちゃった。,10,9,0,1
0x14A46DA5,0x17BCE855,32,なんか、悪いことしちゃったなぁ。,14,13,0,1
0x14A46DC6,0x17BCE876,8,ああっ！,3,3,0,0
0x14A46DCF,0x17BCE87F,28,な、ないっ！紙がなーい！！！,9,7,1,1
0x14A46DEC,0x17BCE89C,22,どうしたらいいんだっ！,10,10,0,0
0x14A46E03,0x17BCE8B3,36,このまま外に出るわけにはいかない！！,16,14,0,2
0x14A46E28,0x17BCE8D8,12,うう・・・。,5,2,3,0
0x14A46E35,0x17BCE8E5,20,人生最大のピーンチ！,9,1,4,4
0x14A46E4A,0x17BCE8FA,24,落ち着け、考えろ・・・。,10,4,3,3
0x14A46E63,0x17BCE913,28,おお！ペーパーが落ちてきた。,12,7,4,1
0x14A46E80,0x17BCE930,12,助かったー！,5,3,1,1
0x14A46E8D,0x17BCE93D,24,お隣りさん、ありがとう。,10,9,0,1
0x14A46EA6,0x17BCE956,20,誰もいないみたいだ。,9,8,0,1
0x14A46EBB,0x17BCE96B,36,ぜひ、会ってお礼がしたかった・・・。,16,11,3,2
0x14A46EE0,0x17BCE990,18,『教えてあげない』,7,6,0,1
0x14A46EFC,0x17BCE9AC,24,ちょっと、色々・・・ね。,9,5,3,1
0x14A46F15,0x17BCE9C5,24,紙があるシアワセ・・・。,11,3,7,1
0x14A46F2E,0x17BCE9DE,18,誰もいないようだ。,8,7,0,1
0x14A46F48,0x17BCE9F8,24,落書きが全部消されてる。,11,6,0,5
0x14A46F61,0x17BCEA11,16,なになに・・・。,7,4,3,0
0x14A46F72,0x17BCEA22,36,『トイレはきれいに使いましょう』か。,15,11,3,1
0x14A46F97,0x17BCEA47,34,もっともだけど楽しみだったのにな。,16,15,0,1
0x14A46FC1,0x17BCEA71,16,女の子だ・・・。,7,2,3,2
0x14A46FD2,0x17BCEA82,32,ここって男子用じゃなかったっけ？,15,12,0,3
0x14A46FF3,0x17BCEAA3,26,いじめても仕方ない・・・。,12,7,3,2
0x14A4700E,0x17BCEBEE,26,そっとしておいてあげよう。,12,12,0,0
0x14A47029,0x17BCEC09,18,『ガキの頃、学校で,7,2,2,3
0x14A47044,0x17BCEC24,9,@をすると,4,4,0,0
0x14A4704E,0x17BCEC2E,19, 酷い目にあうよな』,8,6,0,2
0x14A47062,0x17BCEC42,32,『俺は職員用を使ってごまかした』,14,9,0,5
0x14A47083,0x17BCEC63,10,あるある。,4,4,0,0
0x14A4708E,0x17BCEC6E,36,『おかげで私はみっちゃんと呼ばれた』,16,14,0,2
0x14A470B3,0x17BCEC93,48,『俺なんか、そのまま出なかったら水をかけられた』,21,18,0,3
0x14A470E4,0x17BCECC4,30,それぞれ暗い過去があるんだな。,14,11,0,3
0x14A47103,0x17BCECE3,26,ありゃ、また消されている。,11,10,0,1
0x14A4711E,0x17BCECFE,34,『落書を分解するセルフクリーニング,16,3,9,4
0x14A47141,0x17BCED21,21, 素材を使用しました』,9,5,0,4
0x14A47157,0x17BCED37,34,落書見るの楽しみだったのに・・・。,16,9,3,4
0x14A4717A,0x17BCED5A,26,今度の素材は効果絶大だな。,12,4,0,8
0x14A47195,0x17BCED75,32,きれいだけど、つまらない・・・。,14,11,3,0
0x14A471B6,0x17BCED96,10,おまたせ。,4,4,0,0
0x14A471C1,0x17BCEDA1,14,さあ、行こう。,5,4,0,1
0x14A471D0,0x17BCEDB0,30,一時はどうなるかと思ったよ〜。,13,10,0,3
0x14A471EF,0x17BCEDCF,22,あ〜、助かった・・・。,8,4,3,1
0x14A47206,0x17BCEDE6,30,ちゃんと、流していかなきゃね。,13,12,0,1
0x14A47225,0x17BCEE05,20,落書がふえてる・・・,10,5,3,2
0x14A4723C,0x17BCEE1C,24,『この島の男子トイレって,11,5,3,3
0x14A47255,0x17BCEE35,27, いつも混んでるんだよナー』,12,9,2,1
0x14A47271,0x17BCEE51,14,確かに・・・。,6,2,3,1
0x14A47280,0x17BCEE60,24,どこに住んでるんだろう？,11,10,0,1
0x14A47299,0x17BCEE79,28,やっぱり再生紙じゃない方が、,13,9,0,4
0x14A472B6,0x17BCEE96,22,おしりにやさしいよね。,10,10,0,0
0x14A472CD,0x17BCEEAD,32,なんか、また落書きが増えてるぞ。,14,11,0,3
0x14A472F5,0x17BCEED5,10,人がいた。,4,3,0,1
0x14A47300,0x17BCEEE0,10,どれどれ。,4,4,0,0
0x14A4730B,0x17BCEEEB,28,今度はなんて書いてあるんだ？,13,10,0,3
0x14A47329,0x17BCEF09,24,『この島の男子トイレって,11,5,3,3
0x14A47342,0x17BCEF22,29, いつも混んでるんだよナー。』,12,9,2,1
0x14A47360,0x17BCEF40,21,おお！！ 人がいた！！,6,5,0,1
0x14A47376,0x17BCEF56,28,これぞまさしく、天の助け！！,11,9,0,2
0x14A47393,0x17BCEF73,14,あの〜・・・。,5,2,3,0
0x14A473A2,0x17BCEF82,26,そっ、そんな、のんきな！！,9,9,0,0
0x14A473BD,0x17BCEF9D,34,紙がなけりゃ、大変じゃないスか！！,14,10,1,3
0x14A473E0,0x17BCEFC0,38,あ〜、もう一生ここから出られないのか？,16,13,0,3
0x14A47407,0x17BCEFE7,32,ペーパーのホルダー・・・ですか？,15,4,11,0
0x14A47428,0x17BCF008,26,ありがとうございました！！,11,11,0,0
0x14A47443,0x17BCF023,28,あなたは、一生の恩人です！！,11,7,0,4
0x14A47460,0x17BCF040,12,おお、神よ！,4,3,0,1
0x14A4746D,0x17BCF04D,32,なんて言ってる場合じゃなーい！！,14,10,1,3
0x14A4748E,0x17BCF06E,14,たすかった〜。,5,5,0,0
0x14A4749D,0x17BCF07D,38,落書きが、きれいさっぱり無くなってる。,17,14,0,3
0x14A474C4,0x17BCF0A4,36,って、現実逃避してる場合じゃない〜！,15,9,0,6
0x14A474E9,0x17BCF0C9,8,ああっ！,3,3,0,0
0x14A474F2,0x17BCF0D2,20,また、紙がなぁ〜い！,7,6,0,1
0x14A47507,0x17BCF0E7,22,どうしたらいいんだっ！,10,10,0,0
0x14A4751E,0x17BCF0FE,28,このままじゃ外に出られない。,13,11,0,2
0x14A4753B,0x17BCF11B,28,このままじゃ外に出られない。,13,11,0,2
0x14A47558,0x17BCF138,12,うう・・・。,5,2,3,0
0x14A47565,0x17BCF145,36,人生最大最強、超ウルトラピィーンチ！,16,0,9,7
0x14A4758A,0x17BCF16A,26,落ち着け・・・考えろ・・・,13,4,6,3
0x14A475A5,0x17BCF185,24,ホルダーをたたけば、また,11,7,4,0
0x14A475BE,0x17BCF19E,16,出てくるはずだ。,7,6,0,1
0x14A475CF,0x17BCF1AF,22,で、出てこない・・・。,9,5,3,1
0x14A475E6,0x17BCF1C6,28,おお、神よ！なぜ、我を・・・,11,6,3,2
0x14A47603,0x17BCF1E3,30,・・・なぁんて言ってる場合じゃ,15,9,3,3
0x14A4762D,0x17BCF20D,30,おぉ、隣に誰か入ったみたいだ。,13,10,0,3
0x14A4764C,0x17BCF22C,22,はぁ〜、助かったぁ〜！,7,6,0,1
