priority,jp_text,occurrences,kind,first_logical_offset,kr_text,status
471,"ん、ＥＳＰ占い？
なになに・・・あなたの未来を
潜在能力から読み取りますぅ？",2,script_like,0x14A26627,,UNTRANSLATED
472,"彼女に気を使わせちゃった。
どうせ入るなら、素直にうんと言えば
良かったな。",2,script_like,0x14A2676A,,UNTRANSLATED
473,"そうねぇって・・・
だって、ひかるちゃんも汐里ちゃんに負ける気はしないだろ？",1,script_like,0x148CD36A,,UNTRANSLATED
474,"・・・そうだよね！
ひかるちゃんならできるよね！
よし、いっちょかましたれ！",1,script_like,0x148CDD31,,UNTRANSLATED
475,俺、もう美紅ちゃんのリングコスチュームが見れなくなって、すっごくさびしーっ！,1,script_like,0x148CEB9E,,UNTRANSLATED
476,"おおっ！バーが付いてる。
滅多に飲めない高級な酒があるが
飲めないよなぁ。",12,script_like,0x147879E9,,UNTRANSLATED
477,"まわりでは通行人が、
事の成り行きを見守っている。
気まずい気配だよなぁ。",11,script_like,0x14AF67FE,,UNTRANSLATED
478,あの娘は何かを確信した上で、行動していた。知っていることがあるに違いない。,10,script_like,0x144F6971,,UNTRANSLATED
479,"そう言えば・・・
島内を歩いている時に一般の人が入れない洋館があったよね。",10,script_like,0x144F7347,,UNTRANSLATED
480,"その分、敵も逃げられないさ。
問題は、やつらがどこに潜り込んでいるかだな。",10,script_like,0x144F7111,,UNTRANSLATED
481,"人間、不思議なもんで、
段々慣れてくるよなぁ。
気遅れしなくなったもんな。",10,script_like,0x144F5909,,UNTRANSLATED
482,"君の方が経験豊富だからね。
もし君がパンサークローだったら、
いつを狙う？",10,script_like,0x144F7578,,UNTRANSLATED
483,食事するんじゃなくて、美紅ちゃんとか、万が一いたりするかもしれないでしょ。,10,script_like,0x144F6474,,UNTRANSLATED
484,"はっきり言って、民家だ。
まるっきりの、民家だ。
は・は・は・は・・・・。",6,script_like,0x14685DA4,,UNTRANSLATED
485,"これは、ゲームで現実じゃあ
ないんだからさ。
美女につられた訳じゃないよ。",5,script_like,0x14A9735A,,UNTRANSLATED
486,"そうなんだよ。
この島の食事は、うまいから
つい、食べ過ぎちゃうんだよね。",5,script_like,0x149463F0,,UNTRANSLATED
487,"また、アルティメット大会が
開催されている。
あいかわらずの、凄い人出だ。",5,script_like,0x148A6E6E,,UNTRANSLATED
488,"変だぞ。
昨日の船で帰ったとしたら、今朝
コテージを引き払えるはずがない。",5,script_like,0x1445CFEB,,UNTRANSLATED
489,"琥珀色の液体が入ったグラスは
美しい・・・。
ホントは、酒に弱いんだよな。",5,script_like,0x14A96F91,,UNTRANSLATED
490,"美紅ちゃん？
すっっごく、可愛いんだけど
そのなんつーか、迫力が・・・ね。",5,script_like,0x148A6E25,,UNTRANSLATED
491,"なんだこりゃ？
リゾート地で、お笑い劇場？
こんなとこで、客が入るのかな？",4,script_like,0x145D5C1D,,UNTRANSLATED
492,"コインロッカーがある。
コインと言っても
実際はカードしか使えないけどね。",4,script_like,0x14716AA7,,UNTRANSLATED
493,"ドームは元々でかいもんだが、
こいつのでかさは並じゃない。
圧倒されるぜ。",4,script_like,0x14905E6B,,UNTRANSLATED
494,"観客席には誰もいない。
俺の為には集まらないから、
当然と言えば、当然だ。",4,script_like,0x149066BF,,UNTRANSLATED
495,"これでも仕事なの。
調査だよ、調査。
（ほんとは、遊んでみたいだけだけど）",3,script_like,0x14A66609,,UNTRANSLATED
496,"やっぱり外に出ると
ブロマイドは消えるんだな。
持ち歩ければよかったのに。",3,script_like,0x14A66744,,UNTRANSLATED
497,"異様な部屋だ。何かの儀式だろうか？
・・・・・・・・・・！
あ、あれは！！",3,script_like,0x14BA61A5,,UNTRANSLATED
498,"あるか！そんなもん。
嫌ならホテルのスィートに行けば
いいだろうに・・・。",2,script_like,0x14886306,,UNTRANSLATED
499,"この島に、きっとなにか手掛かりが
あるはずだ。
まずは、情報集めからだな。",2,script_like,0x147570C1,,UNTRANSLATED
500,"だーかーらーっ、手を出さずにじっとしていればいいんだ。
ん〜ん、バッチリ！",2,script_like,0x148CD843,,UNTRANSLATED
501,"どこにパンサークローがいるか
わからないでしょ。
パトロール、パトロール。",2,script_like,0x14995E92,,UNTRANSLATED
502,"冗談じゃない。
このせいで、ほんとにリセット
した人がいたらどーすんだよ。",2,script_like,0x146C5DD6,,UNTRANSLATED
503,"勝手に変な意味に取らないの！
人探しに決まってるでしょ。
お仕事、お仕事。",2,script_like,0x14995EDB,,UNTRANSLATED
504,"相変わらず、客の数は多い。
女の子ってなんでこんなに占いが
好きなんだろ？",2,script_like,0x14A26562,,UNTRANSLATED
505,"これしかない！
これしかーっ・・・・なーーーーいーーーーぞ〜〜〜〜〜っ！！",1,script_like,0x148CC75B,,UNTRANSLATED
506,これしかない！　これしかーっ・・・・なーーーーいーーーーぞ〜〜〜〜〜っ！！,1,script_like,0x148CE33B,,UNTRANSLATED
507,"・・・そうだよね！
美紅ちゃんなら出来るよね！
よし、いっちょかましたれ！",1,script_like,0x148CF8DB,,UNTRANSLATED
508,美紅ちゃん・・・怪我しないよう気をつけてね。美紅ちゃんが怪我したら俺・・・,1,script_like,0x148CEB53,,UNTRANSLATED
509,＝＝早¢＝＝早¢＝＝早¢＝＝早¢＝＝早¢＝＝＝¢＝＝＝¢＝＝＝¢＝＝＝荘荘,1,script_like,0x159F52FA,,UNTRANSLATED
510,＝＝早荘＝＝早荘＝＝早荘＝＝＝荘¢＝＝荘¢＝＝荘¢＝＝荘¢＝＝荘¢＝＝荘荘,1,script_like,0x159F90FC,,UNTRANSLATED
511,"そんな・・・。
だからといって、わざわざ危険な事を
させなくても・・・。",12,script_like,0x14787693,,UNTRANSLATED
512,"あっ、てめえ！
今まで演技してやがったな！
とたんに元気になりやがって。",11,script_like,0x14AF65D6,,UNTRANSLATED
513,"そうか、この島に山は無いもんな。
でも、このままいたら鍋にされちまうぞ。",11,script_like,0x14AF6B66,,UNTRANSLATED
514,"俺は知らん。
そんなんだから、フラれるんだ。
もっとシャンとせんかーい！",11,script_like,0x14AF7138,,UNTRANSLATED
515,"と、とりあえず、フロントに行こう。
なにか、手掛かりがあるかもしれない。",10,script_like,0x144F5B86,,UNTRANSLATED
516,"まさか、やつらは美紅ちゃんまで
パンサー魔女にしちまうつもりじゃ・・・。",10,script_like,0x144F6DFF,,UNTRANSLATED
517,やはり、無駄足だったな。俺の商売は足で稼ぐものだから、仕方がないけどね。,10,script_like,0x144F65C7,,UNTRANSLATED
518,"イベント会場前にあれだけいた客は
どこに消えたんだ。
散るのが早いなぁ。",7,script_like,0x149B6F6E,,UNTRANSLATED
519,"ということは、彼女に不安を抱かせる
出来事が、あったということになるな。",6,script_like,0x147578BF,,UNTRANSLATED
520,"とにかく彼女を見つけよう。
フロントに行けば、何かわかるかも
しれない。",6,script_like,0x14757196,,UNTRANSLATED
521,"だめだ・・・。
ここじゃあ何もつかめそうにない。
ロビーに戻るか・・・。",5,script_like,0x14947334,,UNTRANSLATED
522,"コロシアムだ。
いや〜。それにしても、
美紅ちゃん強かったなー。意外だ。",5,script_like,0x148A7200,,UNTRANSLATED
523,"美紅ちゃんって、みかけによらず
強いんだねー。
もう、プロなみって感じ。",5,script_like,0x148A6FF7,,UNTRANSLATED
524,"こらこら！
ハニーちゃんまで勧誘するな！
ダメったらダメ！ 絶対ダメ！！",4,script_like,0x14615C04,,UNTRANSLATED
525,"カード式コインロッカーだ。
「謎のロッカー男」は、
まだ中にいるのかな？",4,script_like,0x14716B91,,UNTRANSLATED
526,"今日は、機嫌がいいみたいだ。
よかった。
なんか、ほっとけないんだよね。",4,script_like,0x14718039,,UNTRANSLATED
527,"我々取材班の前に、いったい
どのような事態が待ち受けて
いるのだろうか。",4,script_like,0x14716E9D,,UNTRANSLATED
528,O壬ﾜ｡Jｳﾖｯﾉ	JｽCﾓﾇb+ﾃﾆ褌_'ﾗｦｩC斌ﾖ･Oｸ`ｩP顰,3,script_like,0x9A6C8CD,,UNTRANSLATED
529,"エドッ！
急に、どうしたっていうんだ！？
その手に持っているのは・・・。",3,script_like,0x14BA6276,,UNTRANSLATED
530,"パスカードが無いと、中にさえ
入れないなんて。
けっこう不便なもんだな。",3,script_like,0x14A66835,,UNTRANSLATED
531,あー来て・・・こー来たところをぉぉぉぉぉぉぉぉぉぉぉぉぉぉぉドカーン！！,2,script_like,0x148CD692,,UNTRANSLATED
532,"おお、神よ！なぜ、我を・・・
・・・なぁんて言ってる場合じゃ
Ｎｏォー！",2,script_like,0x14A475E6,,UNTRANSLATED
533,"この島は、トイレにまで
カードが必要だなんて。
今は大丈夫だけど・・・。",2,script_like,0x14A4697C,,UNTRANSLATED
534,そうやって投げをかわし、着地したときに隙だらけの渋沢さんに攻撃するんだ。,2,script_like,0x148CDC8E,,UNTRANSLATED
535,だからさぁ、あまり本気にならないでさぁ・・・ブツブツ・・・ブツブツ・・・,2,script_like,0x148CD509,,UNTRANSLATED
536,"また嫌な奴が出てきたな、おい。
人を見下したようなあの目。
ムッキー！！",2,script_like,0x148CDD7C,,UNTRANSLATED
537,"わっ！
ほっぺただけど、キスされた。
ごく、自然にするんだから凄いなぁ。",2,script_like,0x14A26723,,UNTRANSLATED
538,弓華ちゃんの体形を見ると、あんまり力のいらない柔術的なものだと思うんだ。,2,script_like,0x148CD7FA,,UNTRANSLATED
539,ひかるちゃん、いくら相手の攻撃が分からないからって奥手になることはない！,1,script_like,0x148CD321,,UNTRANSLATED
540,"もうバッチリバッチリ。
ひかるちゃんが心配することなんてなーんも無いよ。",1,script_like,0x148CC6FE,,UNTRANSLATED
541,"わかった。
ちょっとだけ辛抱しててくれよ。
んっ！ハニーちゃん、くる！！",1,script_like,0x14BE703C,,UNTRANSLATED
542,"呆れたね。
コロコロ変わると思ったけど、
ついに空き家になっちゃったよ。",1,script_like,0x146B5BE0,,UNTRANSLATED
543,荘荘¢＝＝早荘＝＝早荘＝＝早荘＝＝早荘＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝荘,1,script_like,0x159F91FA,,UNTRANSLATED
544,"ちょっと見ただけでは、
施設が木々に覆われているだけにしか
見えない。",12,script_like,0x14786586,,UNTRANSLATED
545,"だって、危険な場所にわざわざ
連れて行くわけにはいかない
じゃないか。",11,script_like,0x14AF6097,,UNTRANSLATED
546,この島で唯一のレストランだ。島に来ている大半の人は、ここで食事を取る。,10,script_like,0x144F6507,,UNTRANSLATED
547,"そうだ！最後に撮っておいた写真だ。
あれが手掛かりになるかも知れない。",10,script_like,0x144F67F4,,UNTRANSLATED
548,"ホテルと名の付く場所はここしかない。
見た目で言えば、超高級って感じ。",10,script_like,0x144F5AA7,,UNTRANSLATED
549,"ホテル？
なんでこんな所に・・・。
誰が、俺をここまで連れて来たんだ？",10,script_like,0x144F6727,,UNTRANSLATED
550,"美紅ちゃん・・・。
君のことは好きだが、悪魔に魂を
売る気は無いんだ。",10,script_like,0x144F7A03,,UNTRANSLATED
551,"脅迫めいた、メッセージが来てたよ。
差し出し人は、さっしがつくけどね。",10,script_like,0x144F5C2C,,UNTRANSLATED
552,"家は人柄を映すというのは
ほんとーだな。
よく見ると、素晴らしい家だ！",9,script_like,0x14685D5F,,UNTRANSLATED
